Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,time_max,time_min,time_mean,time_quant_10,time_quant_50,time_quant_90
57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,103,Male,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,4.0,3.0,3.0,1,3,6.992222222222222,5.475,6.327729314420803,5.935333333333333,6.349166666666667,6.687666666666667
40,No,Travel_Rarely,Research & Development,8,3,Other,104,Male,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,4.0,3.0,3.0,3,3,9.03138888888889,7.110277777777778,8.1285121602289,7.771999999999999,8.117222222222223,8.504555555555555
21,No,Non-Travel,Research & Development,1,5,Life Sciences,105,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1.0,4.0,2.0,1,3,8.65638888888889,7.185,7.98643255701116,7.624611111111111,7.983611111111111,8.295944444444444
33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,106,Female,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,4.0,3.0,3.0,1,4,11.385277777777778,9.725,10.509096921596921,10.131388888888889,10.488888888888889,10.874444444444444
37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,107,Male,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,3.0,1.0,3.0,4,3,8.807777777777778,7.067222222222222,7.9932840307840305,7.598055555555556,7.966111111111111,8.358055555555556
46,No,Non-Travel,Sales,2,4,Marketing,108,Female,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3.0,3.0,4.0,3,3,6.8025,5.331666666666667,6.103653752436647,5.769805555555555,6.095,6.452361111111111
41,Yes,Travel_Frequently,Research & Development,16,1,Medical,109,Female,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,1.0,2.0,3.0,4,3,8.356944444444444,6.865833333333334,7.587908917501192,7.224166666666667,7.588611111111111,7.945111111111111
50,No,Travel_Rarely,Research & Development,9,3,Medical,110,Female,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,4.0,4.0,3.0,3,3,7.810277777777777,6.071111111111111,6.890321256038647,6.4969722222222215,6.889444444444445,7.266555555555556
40,Yes,Travel_Rarely,Research & Development,8,3,Medical,111,Female,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,3.0,3.0,3.0,2,4,10.151666666666667,8.595833333333333,9.295999525166192,8.897944444444445,9.249305555555555,9.727722222222223
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,112,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,2.0,2.0,3.0,3,4,11.663333333333334,10.0675,10.806078364950316,10.451944444444445,10.787638888888889,11.177777777777777
21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,113,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,6.934166666666667,5.226111111111111,5.995219806763284,5.63625,5.976944444444444,6.396166666666666
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,114,Female,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,8.635555555555555,6.876944444444445,7.788609977324264,7.405055555555555,7.818333333333333,8.131
35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,115,Female,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,8.425,7.005277777777778,7.71770715630885,7.357361111111111,7.703749999999999,8.053333333333335
27,No,Travel_Rarely,Sales,2,3,Life Sciences,116,Male,1,Sales Executive,Divorced,23670,0.0,12,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3,7.1466666666666665,5.377222222222223,6.189450379867046,5.842277777777778,6.184861111111111,6.554388888888889
28,No,Travel_Rarely,Research & Development,2,2,Medical,117,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,8.086666666666666,6.145833333333333,7.120614224137931,6.723638888888889,7.115694444444445,7.5353055555555555
49,No,Travel_Rarely,Sales,2,3,Technical Degree,118,Male,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,8.481111111111112,7.094444444444444,7.825193287037036,7.4535277777777775,7.834722222222222,8.168222222222223
51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,119,Male,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,8.306666666666667,6.618333333333333,7.619401803118908,7.237305555555555,7.616805555555556,8.02688888888889
36,No,Travel_Rarely,Sales,15,2,Life Sciences,120,Male,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,6.670555555555556,5.149444444444445,6.002463200379866,5.635944444444444,6.011805555555556,6.348194444444444
34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,121,Male,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,9.940277777777778,8.261944444444444,9.11312647754137,8.728777777777777,9.100555555555555,9.502833333333333
55,No,Travel_Rarely,Sales,26,3,Marketing,122,Male,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,9.609722222222222,7.645277777777777,8.684139595103577,8.257222222222222,8.693055555555556,9.088472222222222
24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,123,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,10.722222222222221,9.259166666666667,9.993131642512077,9.609388888888889,9.991388888888888,10.356777777777777
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,124,Female,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,7.980833333333333,6.014722222222222,6.900539923039923,6.575555555555556,6.8775,7.2811111111111115
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,125,Male,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3.0,2.0,3.0,3,3,7.8475,6.296944444444445,6.99935763888889,6.5769166666666665,6.98625,7.4014444444444445
22,No,Travel_Rarely,Research & Development,16,5,Other,126,Male,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,7.0152777777777775,5.405277777777778,6.2862301587301594,5.894444444444445,6.292222222222223,6.707777777777777
36,No,Travel_Rarely,Research & Development,1,3,Medical,127,Female,5,Healthcare Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,7.078611111111111,5.4775,6.3661511299435025,5.982361111111111,6.364722222222222,6.762638888888889
30,Yes,Travel_Frequently,Sales,3,2,Marketing,128,Male,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,9.215,7.3469444444444445,8.19166087962963,7.861305555555555,8.182083333333333,8.55111111111111
37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,129,Male,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,7.659166666666667,5.6825,6.4520891203703705,6.046833333333334,6.440416666666667,6.852555555555556
40,No,Travel_Rarely,Research & Development,6,2,Medical,130,Male,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,7.3902777777777775,5.691388888888889,6.682986714975844,6.3275,6.695138888888889,7.039638888888889
42,No,Travel_Rarely,Research & Development,2,3,Medical,131,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,8.261666666666667,6.429444444444444,7.4826477541371155,7.1605,7.487222222222222,7.841777777777778
37,No,Travel_Rarely,Sales,9,1,Marketing,132,Male,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,10.677777777777777,9.20861111111111,9.920131519274378,9.519388888888889,9.913333333333334,10.338666666666667
43,No,Travel_Rarely,Sales,10,2,Life Sciences,133,Female,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,8.029722222222222,6.7027777777777775,7.415638297872341,7.028888888888889,7.408333333333333,7.825666666666667
40,No,Travel_Rarely,Sales,6,2,Life Sciences,134,Female,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,8.22,6.63,7.4953384687208215,7.118694444444444,7.516527777777778,7.877472222222222
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,135,Female,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,6.768055555555556,5.3661111111111115,5.998969652471855,5.607777777777778,6.025,6.3341666666666665
34,No,Non-Travel,Research & Development,28,3,Medical,136,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,7.620277777777778,5.9030555555555555,6.85954534662868,6.528972222222222,6.868472222222222,7.206444444444445
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,137,Male,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,6.838333333333333,5.351111111111111,6.131909722222222,5.725888888888889,6.123333333333333,6.521611111111111
43,No,Travel_Frequently,Sales,14,3,Life Sciences,138,Female,1,Manufacturing Director,Married,37480,7.0,14,2,,3,3,1,2,4.0,4.0,3.0,2,3,9.187777777777777,6.6930555555555555,7.67480543318649,7.346111111111111,7.671944444444445,7.994666666666666
43,No,Travel_Rarely,Sales,27,4,Life Sciences,139,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,9.740277777777777,8.153888888888888,8.878969421101775,8.516861111111112,8.854027777777778,9.30263888888889
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,140,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,11.7325,10.096944444444444,10.895845306513408,10.50025,10.9025,11.308083333333332
37,No,Non-Travel,Research & Development,1,3,Medical,141,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,11.548333333333334,9.918333333333333,10.692001669051026,10.2655,10.691944444444445,11.097222222222221
31,No,Travel_Rarely,Research & Development,24,1,Medical,142,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,7.935833333333333,6.263333333333334,7.060316091954023,6.6345,7.0649999999999995,7.43525
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,143,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,9.744166666666667,8.159444444444444,9.009179138321995,8.63,9.01,9.363333333333333
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,144,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,8.446111111111112,6.557222222222222,7.420447466294746,7.056777777777778,7.407777777777778,7.787833333333333
30,No,Travel_Rarely,Sales,5,4,Medical,145,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,8.447777777777778,6.766388888888889,7.585973922902495,7.224555555555556,7.535833333333334,7.961388888888889
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,146,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,7.3902777777777775,5.836388888888889,6.624136698939603,6.25,6.599722222222222,7.0675
28,No,Travel_Rarely,Research & Development,7,3,Medical,147,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,7.1113888888888885,5.436111111111111,6.192764830508475,5.797499999999999,6.183333333333334,6.614722222222222
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,148,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,7.578055555555555,5.551388888888889,6.472303436911488,6.056805555555556,6.491805555555556,6.826944444444445
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,149,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,9.280555555555555,7.281666666666666,8.195051440329218,7.827055555555556,8.183055555555555,8.594222222222221
45,No,Travel_Rarely,Research & Development,2,3,Medical,150,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,7.496666666666667,6.168333333333333,6.787695733708392,6.457611111111111,6.759444444444444,7.161722222222222
52,No,Travel_Rarely,Research & Development,12,3,Medical,151,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,8.153611111111111,6.520555555555555,7.302139479905438,6.8837222222222225,7.292777777777777,7.681166666666666
42,No,Travel_Frequently,Sales,10,3,Marketing,152,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,7.8886111111111115,6.0313888888888885,6.822407010014305,6.462611111111111,6.830555555555556,7.1899444444444445
30,No,Travel_Rarely,Sales,25,3,Marketing,153,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,8.371944444444445,6.373611111111111,7.322458937198068,6.972083333333334,7.316666666666666,7.672555555555555
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,154,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,6.9622222222222225,5.3925,6.164361829501916,5.745722222222223,6.170138888888889,6.584027777777778
46,No,Travel_Rarely,Sales,19,4,Marketing,155,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,8.50611111111111,6.7877777777777775,7.610284810126583,7.197055555555556,7.6097222222222225,7.982944444444444
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,156,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,7.573333333333333,5.842777777777778,6.5951353874883285,6.136027777777778,6.597222222222222,6.990527777777778
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,157,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,11.314722222222223,9.632222222222222,10.648925376647835,10.282361111111111,10.64611111111111,11.024305555555555
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,158,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.948333333333333,5.354444444444445,6.20442731277533,5.8581111111111115,6.2058333333333335,6.582611111111111
38,No,Travel_Frequently,Sales,3,3,Marketing,159,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,9.345833333333333,7.761111111111111,8.591902250351618,8.21261111111111,8.586666666666666,8.953166666666666
40,No,Travel_Rarely,Sales,26,4,Marketing,160,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,6.954722222222222,5.1975,6.001353864734299,5.6570277777777775,5.989722222222222,6.3815
26,No,Travel_Rarely,Research & Development,3,2,Medical,161,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,7.343333333333334,5.484166666666667,6.281751101321586,5.929166666666666,6.265555555555555,6.680555555555555
30,No,Non-Travel,Research & Development,15,3,Medical,162,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,8.693888888888889,7.185,7.9055698005698,7.537083333333333,7.899861111111111,8.274472222222222
29,No,Travel_Rarely,Research & Development,8,3,Medical,163,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,7.960555555555556,6.285555555555556,7.175699035812673,6.8036111111111115,7.2,7.499611111111111
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,164,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,7.408333333333333,5.841111111111111,6.651255274261604,6.217055555555556,6.659166666666667,7.032333333333333
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,165,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,8.66611111111111,6.980555555555555,7.906068376068376,7.530805555555555,7.903888888888889,8.321111111111112
30,No,Non-Travel,Research & Development,2,4,Life Sciences,166,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,7.622777777777777,5.816111111111111,6.718815667131567,6.342944444444444,6.705,7.10738888888889
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,167,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,7.1594444444444445,5.376388888888889,6.290588023088023,5.876944444444445,6.273055555555556,6.7155555555555555
50,No,Travel_Rarely,Sales,10,4,Life Sciences,168,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.911388888888889,6.232222222222222,7.178114997713763,6.782055555555555,7.181388888888889,7.546055555555556
30,No,Non-Travel,Sales,10,2,Life Sciences,169,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,7.013333333333334,5.253611111111111,6.286431712962963,5.877805555555555,6.299166666666666,6.683111111111111
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,170,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,8.144166666666667,6.246944444444445,7.217978595478596,6.8805555555555555,7.205277777777778,7.583055555555555
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,8.586666666666666,6.786944444444444,7.809089371980676,7.457722222222222,7.829166666666667,8.188888888888888
46,No,Travel_Rarely,Sales,4,1,Technical Degree,172,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,7.595277777777778,6.0408333333333335,6.805152662993573,6.392722222222222,6.802222222222222,7.233527777777778
35,No,Travel_Rarely,Research & Development,15,2,Medical,173,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,7.265833333333333,5.678333333333334,6.484045584045584,6.131777777777778,6.471805555555555,6.863027777777778
54,No,Travel_Rarely,Research & Development,2,4,Medical,174,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,8.542777777777777,6.863888888888889,7.651214845550945,7.214722222222222,7.639722222222222,8.051944444444445
34,No,Travel_Rarely,Sales,8,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,8.435833333333333,6.754444444444444,7.585962725546059,7.190944444444445,7.5929166666666665,7.927944444444445
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,176,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,10.1225,8.53888888888889,9.179540598290597,8.844416666666667,9.155138888888889,9.557305555555557
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,177,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,7.039166666666667,5.635277777777778,6.378153248587569,6.02625,6.378888888888889,6.754166666666666
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,178,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,9.182777777777778,7.646944444444444,8.47764719848053,8.125083333333333,8.455,8.849499999999999
33,Yes,Travel_Rarely,Sales,5,4,Marketing,179,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,7.820555555555556,5.783888888888889,6.9651218123861565,6.573277777777777,6.970972222222223,7.362583333333333
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,180,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,7.247222222222222,5.385277777777778,6.474620792992162,6.056388888888889,6.474166666666667,6.905833333333334
35,No,Travel_Rarely,Research & Development,12,2,Medical,181,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,9.7875,8.110277777777778,8.876004361799817,8.529277777777779,8.869166666666667,9.2405
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,182,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,7.523333333333333,5.803333333333334,6.58834186159844,6.218527777777778,6.571111111111112,6.978027777777778
34,Yes,Travel_Frequently,Sales,17,1,Marketing,183,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,11.813333333333333,10.079722222222221,10.995573136427566,10.635833333333332,11.001111111111111,11.352444444444444
42,No,Travel_Frequently,Research & Development,2,4,Medical,184,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,8.674444444444445,7.0075,7.810652071563088,7.438333333333333,7.823472222222222,8.16
36,No,Non-Travel,Research & Development,3,4,Medical,185,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.966944444444445,6.4625,7.22925660291439,6.900388888888889,7.226666666666667,7.52825
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,186,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,7.244166666666667,5.648055555555556,6.419389838556505,5.998277777777777,6.434861111111111,6.808777777777777
